alu_nop	10101010010101011010101001010101	11001100001100111100110000110011	10101010010101011010101001010101	0	0
alu_nop	00000000000000000000000000000000	00010010001101000101011001111000	00000000000000000000000000000000	1	0
alu_add	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000001	1	0
alu_add	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	0	0
alu_add	00000000000000000000000000000001	00000000000000000000000000000001	00000000000000000000000000000010	0	0
alu_add	00000000000000000000000000000000	11111111111111111111111111111111	11111111111111111111111111111111	1	0
alu_add	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	0	0
alu_add	11111111111111111111111111111111	11111111111111111111111111111111	11111111111111111111111111111110	0	0
alu_add	01111111111111111111111111111111	01111111111111111111111111111111	11111111111111111111111111111110	0	1
alu_add	10000000000000000000000000000000	10000000000000000000000000000000	00000000000000000000000000000000	0	1
alu_sub	00000000000000000000000000000000	00000000000000000000000000000001	10000000000000000000000000000001	1	0
alu_sub	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	0	0
alu_sub	00000000000000000000000000000001	00000000000000000000000000000001	00000000000000000000000000000000	1	0
alu_sub	00000000000000000000000000000000	11111111111111111111111111111111	01111111111111111111111111111111	1 	0
alu_sub	11111111111111111111111111111111	00000000000000000000000000000000	11111111111111111111111111111111	0	0
alu_sub	01111111111111111111111111111111	11111111111111111111111111111111	11111111111111111111111111111110	0	1
alu_sub	11111111111111111111111111111110	01111111111111111111111111111111	01111111111111111111111111111111	0	1
alu_and	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	0	0
alu_and	00000000000000000000000000000001	00000000000000000000000000000001	00000000000000000000000000000001	0	0
alu_or	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000001	1	0
alu_or	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	0	0
alu_or	00000000000000000000000000000001	00000000000000000000000000000001	00000000000000000000000000000001	0	0
alu_xor	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000001	1	0
alu_xor	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000001	0	0
alu_xor	00000000000000000000000000000001	00000000000000000000000000000001	00000000000000000000000000000000	0	0
alu_nor	00000000000000000000000000000000	00000000000000000000000000000001	11111111111111111111111111111110	1	0
alu_nor	00000000000000000000000000000001	00000000000000000000000000000000	11111111111111111111111111111110	0	0
alu_nor	00000000000000000000000000000001	00000000000000000000000000000001	11111111111111111111111111111110	0	0
alu_slt	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000001	1	0
alu_slt	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	0	0
alu_slt	00000000000000000000000000000001	00000000000000000000000000000001	00000000000000000000000000000000	0	0
alu_slt	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000001	0	0
alu_slt	11111111111111111111111111111111	11111111111111111111111111111111	00000000000000000000000000000000	0	0
alu_sltu	00000000000000000000000000000000	00000000000000000000000000000001	00000000000000000000000000000001	1	0
alu_sltu	00000000000000000000000000000001	00000000000000000000000000000000	00000000000000000000000000000000	0	0
alu_sltu	00000000000000000000000000000001	00000000000000000000000000000001	00000000000000000000000000000000	0	0
alu_sltu	00000000000000000000000000000000	11111111111111111111111111111111	00000000000000000000000000000001	1	0
alu_sltu	11111111111111111111111111111111	00000000000000000000000000000000	00000000000000000000000000000000	0	0	
alu_sltu	11111111111111111111111111111111	11111111111111111111111111111111	00000000000000000000000000000000	0	0
alu_sll	00000000000000000000000000000100	10000111011001010100001100100001	11110110010101000011001000010000	0	0
alu_sll	00000000000000000000000000100100	10000111011001010100001100100001	10000000000000000000000000000000	0	0
alu_srl	00000000000000000000000000000100	10000111011001010100001100100001	00001000011101100101010000110010	0	0
alu_srl	00000000000000000000000000100100	10000111011001010100001100100001	00000000000000000000000000000000	0	0
alu_sra	00000000000000000000000000000100	10000111011001010100001100100001	11111000011101100101010000110010	0	0
alu_sra	00000000000000000000000000100100	10000111011001010100001100100001	11111111111111111111111111111111	0	0
alu_lui 10000111011001010100001100100001	00000000000000000000000000000000	11000011001000010000000000000000	0	0
